"","external_gene_name","chromosome_name","description"
"9356","MYF5","12","myogenic factor 5 [Source:HGNC Symbol;Acc:HGNC:7565]"
"9357","PCDH11X","X","protocadherin 11 X-linked [Source:HGNC Symbol;Acc:HGNC:8656]"
"9358","ADGRL4","1","adhesion G protein-coupled receptor L4 [Source:HGNC Symbol;Acc:HGNC:20822]"
"9359","BBS10","12","Bardet-Biedl syndrome 10 [Source:HGNC Symbol;Acc:HGNC:26291]"
"9360","GFI1B","9","growth factor independent 1B transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:4238]"
"9361","CRACR2B","11","calcium release activated channel regulator 2B [Source:HGNC Symbol;Acc:HGNC:28703]"
"9362","DEXI","16","Dexi homolog [Source:HGNC Symbol;Acc:HGNC:13267]"
"9363","CRADD","12","CASP2 and RIPK1 domain containing adaptor with death domain [Source:HGNC Symbol;Acc:HGNC:2340]"
"9364","GALM","2","galactose mutarotase [Source:HGNC Symbol;Acc:HGNC:24063]"
"9365","COG7","16","component of oligomeric golgi complex 7 [Source:HGNC Symbol;Acc:HGNC:18622]"
"9366","SI","3","sucrase-isomaltase [Source:HGNC Symbol;Acc:HGNC:10856]"
"9367","RMC1","18","regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326]"
"9368","YWHAB","20","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849]"
"9369","ANXA5","4","annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]"
"9370","LYPD1","2","LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28431]"
"9371","ZNF41","X","zinc finger protein 41 [Source:HGNC Symbol;Acc:HGNC:13107]"
"9372","AKR1D1","7","aldo-keto reductase family 1 member D1 [Source:HGNC Symbol;Acc:HGNC:388]"
"9373","CCDC60","12","coiled-coil domain containing 60 [Source:HGNC Symbol;Acc:HGNC:28610]"
"9374","ABHD16A","6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]"
"9375","HAUS4","14","HAUS augmin like complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:20163]"
"9376","PNMA3","X","PNMA family member 3 [Source:HGNC Symbol;Acc:HGNC:18742]"
"9377","DUSP2","2","dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]"
"9378","CD151","11","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]"
"9379","ZNF674","X","zinc finger protein 674 [Source:HGNC Symbol;Acc:HGNC:17625]"
"9380","FOXD4","9","forkhead box D4 [Source:HGNC Symbol;Acc:HGNC:3805]"
"9381","GGA2","16","golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:HGNC Symbol;Acc:HGNC:16064]"
"9382","PABPC1L","20","poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797]"
"9383","NUDT4","12","nudix hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:8051]"
"9384","MTHFS","15","methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]"
"9385","LRSAM1","9","leucine rich repeat and sterile alpha motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25135]"
"9386","ACTR3","2","actin related protein 3 [Source:HGNC Symbol;Acc:HGNC:170]"
"9387","ST20-MTHFS","15","ST20-MTHFS readthrough [Source:HGNC Symbol;Acc:HGNC:44655]"
"9388","ING3","7","inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587]"
"9389","USP51","X","ubiquitin specific peptidase 51 [Source:HGNC Symbol;Acc:HGNC:23086]"
"9390","DMRTC1","X","DMRT like family C1 [Source:HGNC Symbol;Acc:HGNC:13910]"
"9391","WAPL","10","WAPL cohesin release factor [Source:HGNC Symbol;Acc:HGNC:23293]"
"9392","ZFAND6","15","zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164]"
"9393","GJA9","1","gap junction protein alpha 9 [Source:HGNC Symbol;Acc:HGNC:19155]"
"9394","NPC1","18","NPC intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7897]"
"9395","FAM133A","X","family with sequence similarity 133 member A [Source:HGNC Symbol;Acc:HGNC:26748]"
"9396","F9","X","coagulation factor IX [Source:HGNC Symbol;Acc:HGNC:3551]"
"9397","DDX18","2","DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]"
"9398","TTLL7","1","tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]"
"9399","ZNF473","19","zinc finger protein 473 [Source:HGNC Symbol;Acc:HGNC:23239]"
"9400","TCP11L2","12","t-complex 11 like 2 [Source:HGNC Symbol;Acc:HGNC:28627]"
"9401","TOMM34","20","translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]"
"9402","TBX1","22","T-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11592]"
"9403","SMYD1","2","SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20986]"
"9404","EARS2","16","glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]"
"9405","CYP2C9","10","cytochrome P450 family 2 subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:2623]"
"9406","SMKR1","7","small lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:43561]"
"9407","FATE1","X","fetal and adult testis expressed 1 [Source:HGNC Symbol;Acc:HGNC:24683]"
"9408","RPL22L1","3","ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]"
"9409","ASPDH","19","aspartate dehydrogenase domain containing [Source:HGNC Symbol;Acc:HGNC:33856]"
"9410","KCNS1","20","potassium voltage-gated channel modifier subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:6300]"
"9411","MAGEA4","X","MAGE family member A4 [Source:HGNC Symbol;Acc:HGNC:6802]"
"9412","ANKRD29","18","ankyrin repeat domain 29 [Source:HGNC Symbol;Acc:HGNC:27110]"
"9413","SLC35B1","17","solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798]"
"9414","NT5C1B-RDH14","2","NT5C1B-RDH14 readthrough [Source:HGNC Symbol;Acc:HGNC:38831]"
"9415","WFDC12","20","WAP four-disulfide core domain 12 [Source:HGNC Symbol;Acc:HGNC:16115]"
"9416","LRRC4B","19","leucine rich repeat containing 4B [Source:HGNC Symbol;Acc:HGNC:25042]"
"9417","PI3","20","peptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:8947]"
"9418","CYP2C8","10","cytochrome P450 family 2 subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:2622]"
"9419","POLR2L","11","RNA polymerase II, I and III subunit L [Source:HGNC Symbol;Acc:HGNC:9199]"
"9420","SPATA16","3","spermatogenesis associated 16 [Source:HGNC Symbol;Acc:HGNC:29935]"
"9421","SEMG1","20","semenogelin 1 [Source:HGNC Symbol;Acc:HGNC:10742]"
"9422","DBX2","12","developing brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:33186]"
"9423","SEMG2","20","semenogelin 2 [Source:HGNC Symbol;Acc:HGNC:10743]"
"9424","LZTR1","22","leucine zipper like transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:6742]"
"9425","DRAM1","12","DNA damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:HGNC:25645]"
"9426","SYT3","19","synaptotagmin 3 [Source:HGNC Symbol;Acc:HGNC:11511]"
"9427","TAS2R5","7","taste 2 receptor member 5 [Source:HGNC Symbol;Acc:HGNC:14912]"
"9428","NXPH2","2","neurexophilin 2 [Source:HGNC Symbol;Acc:HGNC:8076]"
"9429","EXOSC9","4","exosome component 9 [Source:HGNC Symbol;Acc:HGNC:9137]"
"9430","SMAD4","18","SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]"
"9431","STK4","20","serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408]"
"9432","UBFD1","16","ubiquitin family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30565]"
"9433","RDH14","2","retinol dehydrogenase 14 [Source:HGNC Symbol;Acc:HGNC:19979]"
"9434","WNT16","7","Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]"
"9435","LY6G6F","6","lymphocyte antigen 6 family member G6F [Source:HGNC Symbol;Acc:HGNC:13933]"
"9436","CHID1","11","chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]"
"9437","LY6G6F-LY6G6D","6","LY6G6F-LY6G6D readthrough [Source:HGNC Symbol;Acc:HGNC:38821]"
"9438","SRRM4","12","serine/arginine repetitive matrix 4 [Source:HGNC Symbol;Acc:HGNC:29389]"
"9439","MAGED4","X","MAGE family member D4 [Source:HGNC Symbol;Acc:HGNC:23793]"
"9440","ATP1B3","3","ATPase Na+/K+ transporting subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:806]"
"9441","LY6G6C","6","lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]"
"9442","ZNF862","7","zinc finger protein 862 [Source:HGNC Symbol;Acc:HGNC:34519]"
"9443","EN1","2","engrailed homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3342]"
"9444","C19orf81","19","chromosome 19 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:40041]"
"9445","NDUFAB1","16","NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]"
"9446","GPR32","19","G protein-coupled receptor 32 [Source:HGNC Symbol;Acc:HGNC:4487]"
"9447","C2orf76","2","chromosome 2 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:27017]"
"9448","GPC4","X","glypican 4 [Source:HGNC Symbol;Acc:HGNC:4452]"
"9449","ACP4","19","acid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:14376]"
"9450","KDM4A","1","lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]"
"9451","TSPAN8","12","tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]"
"9452","MSH5","6","mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]"
"9453","TMEM229A","7","transmembrane protein 229A [Source:HGNC Symbol;Acc:HGNC:37279]"
"9454","ALDH18A1","10","aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722]"
"9455","FITM1","14","fat storage inducing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:33714]"
"9456","POLB","8","DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174]"
"9457","OR4K2","14","olfactory receptor family 4 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14728]"
"9458","LRFN5","14","leucine rich repeat and fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20360]"
"9459","BPGM","7","bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:HGNC:1093]"
"9460","KLK1","19","kallikrein 1 [Source:HGNC Symbol;Acc:HGNC:6357]"
"9461","DCTN5","16","dynactin subunit 5 [Source:HGNC Symbol;Acc:HGNC:24594]"
"9462","OR4M1","14","olfactory receptor family 4 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:14735]"
"9463","OR4K14","14","olfactory receptor family 4 subfamily K member 14 [Source:HGNC Symbol;Acc:HGNC:15352]"
"9464","OR6J1","14","olfactory receptor family 6 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:14707]"
"9465","GPR173","X","G protein-coupled receptor 173 [Source:HGNC Symbol;Acc:HGNC:18186]"
"9466","OR4K13","14","olfactory receptor family 4 subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:15351]"
"9467","FAM117A","17","family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]"
"9468","OR4K1","14","olfactory receptor family 4 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14726]"
"9469","OR10G3","14","olfactory receptor family 10 subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:8171]"
"9470","TSPYL2","X","TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358]"
"9471","ENTPD1","10","ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]"
"9472","AGK","7","acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]"
"9473","TMEM212","3","transmembrane protein 212 [Source:HGNC Symbol;Acc:HGNC:34295]"
"9474","LRP1","12","LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]"
"9475","RALGAPA1","14","Ral GTPase activating protein catalytic subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:17770]"
"9476","SPR","2","sepiapterin reductase [Source:HGNC Symbol;Acc:HGNC:11257]"
"9477","ERICH6","3","glutamate rich 6 [Source:HGNC Symbol;Acc:HGNC:28602]"
"9478","PLK1","16","polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]"
"9479","ZNHIT6","1","zinc finger HIT-type containing 6 [Source:HGNC Symbol;Acc:HGNC:26089]"
"9480","DEFB116","20","defensin beta 116 [Source:HGNC Symbol;Acc:HGNC:18097]"
"9481","ZFP14","19","ZFP14 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:29312]"
"9482","DEFB118","20","defensin beta 118 [Source:HGNC Symbol;Acc:HGNC:16196]"
"9483","DEFB119","20","defensin beta 119 [Source:HGNC Symbol;Acc:HGNC:18099]"
"9484","MAP3K20","2","mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]"
"9485","ZFP82","19","ZFP82 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:28682]"
"9486","KDM5C","X","lysine demethylase 5C [Source:HGNC Symbol;Acc:HGNC:11114]"
"9487","PAX1","20","paired box 1 [Source:HGNC Symbol;Acc:HGNC:8615]"
"9488","ZNF260","19","zinc finger protein 260 [Source:HGNC Symbol;Acc:HGNC:13499]"
"9489","LOXL4","10","lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]"
"9490","BCL2A1","15","BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]"
"9491","GMPS","3","guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]"
"9492","DLX3","17","distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]"
"9493","ZNF341","20","zinc finger protein 341 [Source:HGNC Symbol;Acc:HGNC:15992]"
"9494","ZNF529","19","zinc finger protein 529 [Source:HGNC Symbol;Acc:HGNC:29328]"
"9495","SPG21","15","SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]"
"9496","CCNA2","4","cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]"
"9497","MROH7","1","maestro heat like repeat family member 7 [Source:HGNC Symbol;Acc:HGNC:24802]"
"9498","SORCS3","10","sortilin related VPS10 domain containing receptor 3 [Source:HGNC Symbol;Acc:HGNC:16699]"
"9499","HIPK4","19","homeodomain interacting protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:19007]"
"9500","JPT2","16","Jupiter microtubule associated homolog 2 [Source:HGNC Symbol;Acc:HGNC:14137]"
"9501","CEP131","17","centrosomal protein 131 [Source:HGNC Symbol;Acc:HGNC:29511]"
"9502","SERTAD1","19","SERTA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17932]"
"9503","BBS7","4","Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758]"
"9504","SERTAD3","19","SERTA domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17931]"
"9505","MCMBP","10","minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]"
"9506","PSG6","19","pregnancy specific beta-1-glycoprotein 6 [Source:HGNC Symbol;Acc:HGNC:9523]"
"9507","DKK4","8","dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:2894]"
"9508","SYCN","19","syncollin [Source:HGNC Symbol;Acc:HGNC:18442]"
"9509","VDAC3","8","voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]"
"9510","EEFSEC","3","eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]"
"9511","KCNJ5","11","potassium inwardly rectifying channel subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:6266]"
"9512","CLEC17A","19","C-type lectin domain containing 17A [Source:HGNC Symbol;Acc:HGNC:34520]"
"9513","CH25H","10","cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]"
"9514","LIPA","10","lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]"
"9515","HS6ST1","2","heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]"
"9516","NPAT","11","nuclear protein, coactivator of histone transcription [Source:HGNC Symbol;Acc:HGNC:7896]"
"9517","SLC2A2","3","solute carrier family 2 member 2 [Source:HGNC Symbol;Acc:HGNC:11006]"
"9518","ZNF133","20","zinc finger protein 133 [Source:HGNC Symbol;Acc:HGNC:12917]"
"9519","TMEM185B","2","transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]"
"9520","NCKAP1L","12","NCK associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:4862]"
"9521","TRPC3","4","transient receptor potential cation channel subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:12335]"
"9522","MTFMT","15","mitochondrial methionyl-tRNA formyltransferase [Source:HGNC Symbol;Acc:HGNC:29666]"
"9523","CCNF","16","cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]"
"9524","TEAD2","19","TEA domain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11715]"
"9525","INSIG1","7","insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083]"
"9526","STON1-GTF2A1L","2","STON1-GTF2A1L readthrough [Source:HGNC Symbol;Acc:HGNC:30651]"
"9527","SLITRK3","3","SLIT and NTRK like family member 3 [Source:HGNC Symbol;Acc:HGNC:23501]"
"9528","C11orf65","11","chromosome 11 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:28519]"
"9529","SLC51B","15","solute carrier family 51 subunit beta [Source:HGNC Symbol;Acc:HGNC:29956]"
"9530","TCTN3","10","tectonic family member 3 [Source:HGNC Symbol;Acc:HGNC:24519]"
"9531","RASL12","15","RAS like family 12 [Source:HGNC Symbol;Acc:HGNC:30289]"
"9532","TRMT12","8","tRNA methyltransferase 12 homolog [Source:HGNC Symbol;Acc:HGNC:26091]"
"9533","MSH5-SAPCD1","6","MSH5-SAPCD1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41994]"
"9534","RNF139","8","ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]"
"9535","P2RY1","3","purinergic receptor P2Y1 [Source:HGNC Symbol;Acc:HGNC:8539]"
"9536","TATDN1","8","TatD DNase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24220]"
"9537","ACTR3B","7","actin related protein 3B [Source:HGNC Symbol;Acc:HGNC:17256]"
"9538","PDCD7","15","programmed cell death 7 [Source:HGNC Symbol;Acc:HGNC:8767]"
"9539","SERP1","3","stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759]"
"9540","TEDC2","16","tubulin epsilon and delta complex 2 [Source:HGNC Symbol;Acc:HGNC:25849]"
"9541","CLPX","15","caseinolytic mitochondrial matrix peptidase chaperone subunit X [Source:HGNC Symbol;Acc:HGNC:2088]"
"9542","PTGFR","1","prostaglandin F receptor [Source:HGNC Symbol;Acc:HGNC:9600]"
"9543","CRYAB","11","crystallin alpha B [Source:HGNC Symbol;Acc:HGNC:2389]"
"9544","FBXL5","4","F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]"
"9545","GALNT9","12","polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]"
"9546","LMO4","1","LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]"
"9547","SOWAHC","2","sosondowah ankyrin repeat domain family member C [Source:HGNC Symbol;Acc:HGNC:26149]"
"9548","PRPF38A","1","pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:HGNC:25930]"
"9549","NCK2","2","NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]"
"9550","IFIT3","10","interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]"
"9551","FABP6","5","fatty acid binding protein 6 [Source:HGNC Symbol;Acc:HGNC:3561]"
"9552","CHGB","20","chromogranin B [Source:HGNC Symbol;Acc:HGNC:1930]"
"9553","VWA7","6","von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939]"
"9554","PIGK","1","phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965]"
"9555","PITPNB","22","phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]"
"9556","NDUFAF8","17","NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551]"
"9557","CILP","15","cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]"
"9558","TRMT6","20","tRNA methyltransferase 6 non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:20900]"
"9559","OGDHL","10","oxoglutarate dehydrogenase L [Source:HGNC Symbol;Acc:HGNC:25590]"
"9560","VCP","9","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"9561","HSPB2","11","heat shock protein family B (small) member 2 [Source:HGNC Symbol;Acc:HGNC:5247]"
"9562","AKR1B1","7","aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]"
"9563","XRCC4","5","X-ray repair cross complementing 4 [Source:HGNC Symbol;Acc:HGNC:12831]"
"9564","HSPB2-C11orf52","11","HSPB2-C11orf52 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41996]"
"9565","SLC38A10","17","solute carrier family 38 member 10 [Source:HGNC Symbol;Acc:HGNC:28237]"
"9566","C11orf52","11","chromosome 11 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:30531]"
"9567","MAGEL2","15","MAGE family member L2 [Source:HGNC Symbol;Acc:HGNC:6814]"
"9568","DDAH2","6","dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]"
"9569","NDN","15","necdin, MAGE family member [Source:HGNC Symbol;Acc:HGNC:7675]"
"9570","DRC1","2","dynein regulatory complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24245]"
"9571","UTP20","12","UTP20 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]"
"9572","PAQR5","15","progestin and adipoQ receptor family member 5 [Source:HGNC Symbol;Acc:HGNC:29645]"
"9573","DIXDC1","11","DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]"
"9574","JOSD2","19","Josephin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28853]"
"9575","TNIK","3","TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765]"
"9576","NDUFS6","5","NADH:ubiquinone oxidoreductase subunit S6 [Source:HGNC Symbol;Acc:HGNC:7713]"
"9577","MCM8","20","minichromosome maintenance 8 homologous recombination repair factor [Source:HGNC Symbol;Acc:HGNC:16147]"
"9578","NMUR2","5","neuromedin U receptor 2 [Source:HGNC Symbol;Acc:HGNC:16454]"
"9579","NTN3","16","netrin 3 [Source:HGNC Symbol;Acc:HGNC:8030]"
"9580","GUCA2A","1","guanylate cyclase activator 2A [Source:HGNC Symbol;Acc:HGNC:4682]"
"9581","TRPC7","5","transient receptor potential cation channel subfamily C member 7 [Source:HGNC Symbol;Acc:HGNC:20754]"
"9582","MEIOSIN","19","meiosis initiator [Source:HGNC Symbol;Acc:HGNC:44318]"
"9583","RPLP1","15","ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]"
"9584","MGAT4A","2","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:HGNC Symbol;Acc:HGNC:7047]"
"9585","RAX2","19","retina and anterior neural fold homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18286]"
"9586","ATP6V0C","16","ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855]"
"9587","SGMS1","10","sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:HGNC:29799]"
"9588","FAM200B","4","family with sequence similarity 200 member B [Source:HGNC Symbol;Acc:HGNC:27740]"
"9589","ZNF724","19","zinc finger protein 724 [Source:HGNC Symbol;Acc:HGNC:32460]"
"9590","PKN1","19","protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405]"
